Category,Cleaned Caste,Voters,Percentage,ac_no,Rank,Zone,Seat Category,District,ac_no_name
SC,Bagdi,9422,3.2,15,12,Gird,GEN,GWALIOR,15.Gwalior
#N/A,Cosmopolitans mix,7361,2.5,15,13,Gird,GEN,GWALIOR,15.Gwalior
OBC,Teli,6183,2.1,15,14,Gird,GEN,GWALIOR,15.Gwalior
OBC,Other OBC,5595,1.9,15,15,Gird,GEN,GWALIOR,15.Gwalior
OBC,Kalal,5300,1.8,15,16,Gird,GEN,GWALIOR,15.Gwalior
SC,Other SC,4122,1.4,15,17,Gird,GEN,GWALIOR,15.Gwalior
SC,Valmiki,4122,1.4,15,18,Gird,GEN,GWALIOR,15.Gwalior
SC,Other SC,3828,1.3,15,19,Gird,GEN,GWALIOR,15.Gwalior
SC,Dhimar,3828,1.3,15,20,Gird,GEN,GWALIOR,15.Gwalior
OBC,Nai,3239,1.1,15,21,Gird,GEN,GWALIOR,15.Gwalior
SC,Other SC,3239,1.1,15,22,Gird,GEN,GWALIOR,15.Gwalior
SC,Dhobi,2061,0.7,15,23,Gird,GEN,GWALIOR,15.Gwalior
#N/A,Other,2061,0.7,15,24,Gird,GEN,GWALIOR,15.Gwalior
General,Other GEN,2061,0.7,15,25,Gird,GEN,GWALIOR,15.Gwalior
General,Other GEN,2061,0.7,15,26,Gird,GEN,GWALIOR,15.Gwalior
SC,Dhobi,1472,0.5,15,27,Gird,GEN,GWALIOR,15.Gwalior
OBC,Muslim,40045,13.6,15,2,Gird,GEN,GWALIOR,15.Gwalior
General,Brahmin,54134,16.7,16,1,Gird,GEN,GWALIOR,16.Gwalior East
SC,Chamar,32415,10,16,2,Gird,GEN,GWALIOR,16.Gwalior East
General,Bania,28201,8.7,16,3,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Yadav,24960,7.7,16,4,Gird,GEN,GWALIOR,16.Gwalior East
General,Rajput,21718,6.7,16,5,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Kushwah,19449,6,16,7,Gird,GEN,GWALIOR,16.Gwalior East
#N/A,Marathi,12966,4,16,8,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Gujjar,12966,4,16,9,Gird,GEN,GWALIOR,16.Gwalior East
SC,Bagdi,12966,4,16,10,Gird,GEN,GWALIOR,16.Gwalior East
#N/A,Other,8752,2.7,16,11,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Kirar,8752,2.7,16,12,Gird,GEN,GWALIOR,16.Gwalior East
General,Bania,7456,2.3,16,13,Gird,GEN,GWALIOR,16.Gwalior East
SC,Koli,6483,2,16,14,Gird,GEN,GWALIOR,16.Gwalior East
General,Other GEN,5511,1.7,16,15,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Teli,5511,1.7,16,16,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Kalal,5511,1.7,16,17,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Other OBC,5511,1.7,16,18,Gird,GEN,GWALIOR,16.Gwalior East
SC,Other SC,5511,1.7,16,19,Gird,GEN,GWALIOR,16.Gwalior East
SC,Valmiki,5511,1.7,16,20,Gird,GEN,GWALIOR,16.Gwalior East
SC,Kumhar,4214,1.3,16,21,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Nai,4214,1.3,16,22,Gird,GEN,GWALIOR,16.Gwalior East
SC,Other SC,3242,1,16,23,Gird,GEN,GWALIOR,16.Gwalior East
SC,Other SC,3242,1,16,24,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Muslim,21718,6.7,16,6,Gird,GEN,GWALIOR,16.Gwalior East
OBC,Kushwah,35595,14,17,2,Gird,GEN,GWALIOR,17.Gwalior South
#N/A,Other,19832,7.8,17,3,Gird,GEN,GWALIOR,17.Gwalior South
General,Bania,16781,6.6,17,4,Gird,GEN,GWALIOR,17.Gwalior South
#N/A,Other,15764,6.2,17,5,Gird,GEN,GWALIOR,17.Gwalior South
SC,Chamar,14747,5.8,17,6,Gird,GEN,GWALIOR,17.Gwalior South
General,Brahmin,13984,5.5,17,7,Gird,GEN,GWALIOR,17.Gwalior South
General,Rajput,9916,3.9,17,8,Gird,GEN,GWALIOR,17.Gwalior South
General,Kayastha,7882,3.1,17,9,Gird,GEN,GWALIOR,17.Gwalior South
SC,Bagdi,7882,3.1,17,10,Gird,GEN,GWALIOR,17.Gwalior South
SC,Kumhar,7882,3.1,17,11,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Yadav,7882,3.1,17,12,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Kirar,6865,2.7,17,13,Gird,GEN,GWALIOR,17.Gwalior South
SC,Koli,6865,2.7,17,14,Gird,GEN,GWALIOR,17.Gwalior South
General,Bania,4831,1.9,17,15,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Teli,4831,1.9,17,16,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Other OBC,4831,1.9,17,17,Gird,GEN,GWALIOR,17.Gwalior South
SC,Valmiki,4831,1.9,17,18,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Nai,4068,1.6,17,19,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Kalal,4068,1.6,17,20,Gird,GEN,GWALIOR,17.Gwalior South
#N/A,Cosmopolitans mix,4068,1.6,17,21,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Gujjar,3051,1.2,17,22,Gird,GEN,GWALIOR,17.Gwalior South
SC,Dhobi,3051,1.2,17,23,Gird,GEN,GWALIOR,17.Gwalior South
General,Other GEN,2034,0.8,17,24,Gird,GEN,GWALIOR,17.Gwalior South
SC,Other SC,2034,0.8,17,25,Gird,GEN,GWALIOR,17.Gwalior South
#N/A,,1017,0.4,17,26,Gird,GEN,GWALIOR,17.Gwalior South
SC,Other SC,1017,0.4,17,27,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Muslim,38646,15.2,17,1,Gird,GEN,GWALIOR,17.Gwalior South
OBC,Meena,23343,10.2,18,2,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Chamar,23343,10.2,18,3,Gird,GEN,GWALIOR,18.Bhitrwar
#N/A,Sahriya,20139,8.8,18,4,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Kirar,16935,7.4,18,5,Gird,GEN,GWALIOR,18.Bhitrwar
General,Brahmin,16935,7.4,18,6,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Kushwah,14875,6.5,18,7,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Bagdi,13731,6,18,8,Gird,GEN,GWALIOR,18.Bhitrwar
General,Bania,9612,4.2,18,9,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Gujjar,8467,3.7,18,11,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Koli,6408,2.8,18,12,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Banjara,5264,2.3,18,13,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Other SC,5264,2.3,18,14,Gird,GEN,GWALIOR,18.Bhitrwar
General,Rajput,5264,2.3,18,15,Gird,GEN,GWALIOR,18.Bhitrwar
General,Other GEN,5264,2.3,18,16,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Other SC,5264,2.3,18,17,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Teli,4348,1.9,18,18,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Kumhar,4348,1.9,18,19,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Dhimar,4348,1.9,18,20,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Jat,3204,1.4,18,21,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Other SC,3204,1.4,18,22,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Yadav,2060,0.9,18,23,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Nai,2060,0.9,18,24,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Lohar,2060,0.9,18,25,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Valmiki,2060,0.9,18,26,Gird,GEN,GWALIOR,18.Bhitrwar
#N/A,,2060,0.9,18,27,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Dhimar,2060,0.9,18,28,Gird,GEN,GWALIOR,18.Bhitrwar
#N/A,Chaurasiya,1144,0.5,18,29,Gird,GEN,GWALIOR,18.Bhitrwar
General,Other GEN,1144,0.5,18,30,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Basor,1144,0.5,18,31,Gird,GEN,GWALIOR,18.Bhitrwar
ST,Other ST,1144,0.5,18,32,Gird,GEN,GWALIOR,18.Bhitrwar
OBC,Muslim,9612,4.2,18,10,Gird,GEN,GWALIOR,18.Bhitrwar
SC,Chamar,32664,14.1,19,1,Gird,SC,GWALIOR,19.Dabara
General,Brahmin,22935,9.9,19,2,Gird,SC,GWALIOR,19.Dabara
OBC,Kushwah,21776,9.4,19,3,Gird,SC,GWALIOR,19.Dabara
SC,Bagdi,19691,8.5,19,4,Gird,SC,GWALIOR,19.Dabara
General,Bania,15290,6.6,19,5,Gird,SC,GWALIOR,19.Dabara
#N/A,Sahriya,9730,4.2,19,6,Gird,SC,GWALIOR,19.Dabara
OBC,Jat,8803,3.8,19,7,Gird,SC,GWALIOR,19.Dabara
OBC,Gujjar,8803,3.8,19,8,Gird,SC,GWALIOR,19.Dabara
OBC,Meena,8803,3.8,19,9,Gird,SC,GWALIOR,19.Dabara
SC,Other SC,7645,3.3,19,11,Gird,SC,GWALIOR,19.Dabara
SC,Koli,7645,3.3,19,12,Gird,SC,GWALIOR,19.Dabara
#N/A,Other,6487,2.8,19,13,Gird,SC,GWALIOR,19.Dabara
General,Rajput,6487,2.8,19,14,Gird,SC,GWALIOR,19.Dabara
General,Other GEN,6487,2.8,19,15,Gird,SC,GWALIOR,19.Dabara
OBC,Other OBC,5792,2.5,19,16,Gird,SC,GWALIOR,19.Dabara
SC,Dhimar,5560,2.4,19,17,Gird,SC,GWALIOR,19.Dabara
OBC,Badhai,4402,1.9,19,18,Gird,SC,GWALIOR,19.Dabara
OBC,Teli,3243,1.4,19,19,Gird,SC,GWALIOR,19.Dabara
SC,Valmiki,3243,1.4,19,20,Gird,SC,GWALIOR,19.Dabara
SC,Kumhar,2780,1.2,19,21,Gird,SC,GWALIOR,19.Dabara
SC,Dhobi,2085,0.9,19,22,Gird,SC,GWALIOR,19.Dabara
OBC,Banjara,2085,0.9,19,23,Gird,SC,GWALIOR,19.Dabara
SC,Basor,2085,0.9,19,24,Gird,SC,GWALIOR,19.Dabara
SC,Other SC,2085,0.9,19,25,Gird,SC,GWALIOR,19.Dabara
SC,Other SC,2085,0.9,19,26,Gird,SC,GWALIOR,19.Dabara
General,Other GEN,1622,0.7,19,27,Gird,SC,GWALIOR,19.Dabara
OBC,Nai,1158,0.5,19,28,Gird,SC,GWALIOR,19.Dabara
General,Bania,1158,0.5,19,29,Gird,SC,GWALIOR,19.Dabara
OBC,Muslim,8803,3.8,19,10,Gird,SC,GWALIOR,19.Dabara
SC,Chamar,29502,16.4,20,1,Gird,GEN,DATIA,20.Sewda
OBC,Kushwah,19068,10.6,20,2,Gird,GEN,DATIA,20.Sewda
General,Brahmin,19068,10.6,20,3,Gird,GEN,DATIA,20.Sewda
SC,Bagdi,17989,10,20,4,Gird,GEN,DATIA,20.Sewda
OBC,Yadav,13672,7.6,20,5,Gird,GEN,DATIA,20.Sewda
OBC,Kirar,12592,7,20,6,Gird,GEN,DATIA,20.Sewda
OBC,Gujjar,7376,4.1,20,7,Gird,GEN,DATIA,20.Sewda
General,Rajput,6836,3.8,20,8,Gird,GEN,DATIA,20.Sewda
SC,Dhimar,6296,3.5,20,9,Gird,GEN,DATIA,20.Sewda
General,Bania,6296,3.5,20,10,Gird,GEN,DATIA,20.Sewda
OBC,Other OBC,4857,2.7,20,12,Gird,GEN,DATIA,20.Sewda
SC,Koli,4137,2.3,20,13,Gird,GEN,DATIA,20.Sewda
SC,Dhobi,3238,1.8,20,14,Gird,GEN,DATIA,20.Sewda
OBC,Lodha,3238,1.8,20,15,Gird,GEN,DATIA,20.Sewda
SC,Valmiki,3238,1.8,20,16,Gird,GEN,DATIA,20.Sewda
OBC,Meena,2698,1.5,20,17,Gird,GEN,DATIA,20.Sewda
SC,Other SC,2698,1.5,20,18,Gird,GEN,DATIA,20.Sewda
OBC,Nai,2159,1.2,20,19,Gird,GEN,DATIA,20.Sewda
OBC,Teli,2159,1.2,20,20,Gird,GEN,DATIA,20.Sewda
SC,Other SC,2159,1.2,20,21,Gird,GEN,DATIA,20.Sewda
SC,Basor,2159,1.2,20,22,Gird,GEN,DATIA,20.Sewda
General,Other GEN,1619,0.9,20,23,Gird,GEN,DATIA,20.Sewda
ST,Other ST,899,0.5,20,24,Gird,GEN,DATIA,20.Sewda
OBC,Muslim,6296,3.5,20,11,Gird,GEN,DATIA,20.Sewda
SC,Chamar,34159,19.1,21,1,Gird,SC,DATIA,21.Bhander
General,Brahmin,21282,11.9,21,2,Gird,SC,DATIA,21.Bhander
OBC,Yadav,19136,10.7,21,3,Gird,SC,DATIA,21.Bhander
OBC,Kushwah,13771,7.7,21,4,Gird,SC,DATIA,21.Bhander
SC,Bagdi,12698,7.1,21,5,Gird,SC,DATIA,21.Bhander
SC,Koli,6438,3.6,21,6,Gird,SC,DATIA,21.Bhander
General,Bania,6438,3.6,21,7,Gird,SC,DATIA,21.Bhander
OBC,Gujjar,5365,3,21,8,Gird,SC,DATIA,21.Bhander
General,Rajput,5365,3,21,9,Gird,SC,DATIA,21.Bhander
OBC,Kirar,4292,2.4,21,11,Gird,SC,DATIA,21.Bhander
SC,Kumhar,4292,2.4,21,12,Gird,SC,DATIA,21.Bhander
OBC,Other OBC,4292,2.4,21,13,Gird,SC,DATIA,21.Bhander
OBC,Dangi,3219,1.8,21,14,Gird,SC,DATIA,21.Bhander
OBC,Meena,3219,1.8,21,15,Gird,SC,DATIA,21.Bhander
OBC,Kurmi,3219,1.8,21,16,Gird,SC,DATIA,21.Bhander
OBC,Teli,3219,1.8,21,17,Gird,SC,DATIA,21.Bhander
SC,Dhimar,3219,1.8,21,18,Gird,SC,DATIA,21.Bhander
SC,Other SC,3219,1.8,21,19,Gird,SC,DATIA,21.Bhander
SC,Basor,3219,1.8,21,20,Gird,SC,DATIA,21.Bhander
SC,Other SC,2683,1.5,21,21,Gird,SC,DATIA,21.Bhander
OBC,Lodha,2146,1.2,21,22,Gird,SC,DATIA,21.Bhander
OBC,Badhai,2146,1.2,21,23,Gird,SC,DATIA,21.Bhander
OBC,Nai,1610,0.9,21,24,Gird,SC,DATIA,21.Bhander
SC,Dhobi,1610,0.9,21,25,Gird,SC,DATIA,21.Bhander
SC,Other SC,1073,0.6,21,26,Gird,SC,DATIA,21.Bhander
General,Other GEN,1073,0.6,21,27,Gird,SC,DATIA,21.Bhander
OBC,Muslim,5365,3,21,10,Gird,SC,DATIA,21.Bhander
General,Brahmin,28282,13.7,22,1,Gird,GEN,DATIA,22.Datia
SC,Chamar,28282,13.7,22,2,Gird,GEN,DATIA,22.Datia
OBC,Kushwah,25185,12.2,22,3,Gird,GEN,DATIA,22.Datia
OBC,Yadav,20644,10,22,4,Gird,GEN,DATIA,22.Datia
OBC,Lodha,14244,6.9,22,5,Gird,GEN,DATIA,22.Datia
SC,Bagdi,10941,5.3,22,6,Gird,GEN,DATIA,22.Datia
General,Bania,7638,3.7,22,8,Gird,GEN,DATIA,22.Datia
General,Rajput,7638,3.7,22,9,Gird,GEN,DATIA,22.Datia
OBC,Other OBC,6606,3.2,22,10,Gird,GEN,DATIA,22.Datia
OBC,Meena,5367,2.6,22,11,Gird,GEN,DATIA,22.Datia
SC,Valmiki,4955,2.4,22,12,Gird,GEN,DATIA,22.Datia
OBC,Teli,4335,2.1,22,13,Gird,GEN,DATIA,22.Datia
#N/A,Other,4335,2.1,22,14,Gird,GEN,DATIA,22.Datia
#N/A,Parihar,4335,2.1,22,15,Gird,GEN,DATIA,22.Datia
OBC,Dangi,3303,1.6,22,16,Gird,GEN,DATIA,22.Datia
SC,Koli,3303,1.6,22,17,Gird,GEN,DATIA,22.Datia
SC,Other SC,3303,1.6,22,18,Gird,GEN,DATIA,22.Datia
ST,Sahariya,3303,1.6,22,19,Gird,GEN,DATIA,22.Datia
OBC,Gujjar,2271,1.1,22,20,Gird,GEN,DATIA,22.Datia
OBC,Nai,2271,1.1,22,21,Gird,GEN,DATIA,22.Datia
General,Kayastha,2271,1.1,22,22,Gird,GEN,DATIA,22.Datia
SC,Kumhar,2271,1.1,22,23,Gird,GEN,DATIA,22.Datia
General,Other GEN,1652,0.8,22,24,Gird,GEN,DATIA,22.Datia
OBC,Kurmi,1032,0.5,22,25,Gird,GEN,DATIA,22.Datia
OBC,Muslim,8670,4.2,22,7,Gird,GEN,DATIA,22.Datia
SC,Chamar,35845,14.6,23,2,Gird,SC,SHIVPURI,23.Karera
OBC,Meena,31671,12.9,23,3,Gird,SC,SHIVPURI,23.Karera
OBC,Kushwah,22587,9.2,23,4,Gird,SC,SHIVPURI,23.Karera
General,Brahmin,20377,8.3,23,5,Gird,SC,SHIVPURI,23.Karera
OBC,Yadav,19395,7.9,23,6,Gird,SC,SHIVPURI,23.Karera
OBC,Lodha,18413,7.5,23,7,Gird,SC,SHIVPURI,23.Karera
OBC,Gujjar,10312,4.2,23,8,Gird,SC,SHIVPURI,23.Karera
SC,Bagdi,10312,4.2,23,9,Gird,SC,SHIVPURI,23.Karera
ST,Sahariya,10312,4.2,23,10,Gird,SC,SHIVPURI,23.Karera
General,Rajput,9329,3.8,23,12,Gird,SC,SHIVPURI,23.Karera
SC,Kumhar,7120,2.9,23,13,Gird,SC,SHIVPURI,23.Karera
General,Bania,7120,2.9,23,14,Gird,SC,SHIVPURI,23.Karera
SC,Other SC,6138,2.5,23,15,Gird,SC,SHIVPURI,23.Karera
SC,Koli,4174,1.7,23,16,Gird,SC,SHIVPURI,23.Karera
OBC,Other OBC,3437,1.4,23,17,Gird,SC,SHIVPURI,23.Karera
SC,Other SC,3192,1.3,23,18,Gird,SC,SHIVPURI,23.Karera
OBC,Nai,2455,1,23,19,Gird,SC,SHIVPURI,23.Karera
SC,Other SC,2455,1,23,20,Gird,SC,SHIVPURI,23.Karera
SC,Dhimar,1964,0.8,23,21,Gird,SC,SHIVPURI,23.Karera
OBC,Lohar,1964,0.8,23,22,Gird,SC,SHIVPURI,23.Karera
OBC,Badhai,1964,0.8,23,23,Gird,SC,SHIVPURI,23.Karera
General,Bania,1964,0.8,23,24,Gird,SC,SHIVPURI,23.Karera
OBC,Sonar,1473,0.6,23,25,Gird,SC,SHIVPURI,23.Karera
General,Kayastha,982,0.4,23,26,Gird,SC,SHIVPURI,23.Karera
OBC,Muslim,10312,4.2,23,11,Gird,SC,SHIVPURI,23.Karera
OBC,Muslim,5158,2.3,24,15,Gird,GEN,SHIVPURI,24.Pohari
OBC,Kirar,36779,16.4,24,1,Gird,GEN,SHIVPURI,24.Pohari
ST,Sahariya,30724,13.7,24,2,Gird,GEN,SHIVPURI,24.Pohari
General,Brahmin,25566,11.4,24,3,Gird,GEN,SHIVPURI,24.Pohari
SC,Chamar,22426,10,24,4,Gird,GEN,SHIVPURI,24.Pohari
OBC,Gujjar,13231,5.9,24,5,Gird,GEN,SHIVPURI,24.Pohari
OBC,Kushwah,13231,5.9,24,6,Gird,GEN,SHIVPURI,24.Pohari
SC,Bagdi,8298,3.7,24,7,Gird,GEN,SHIVPURI,24.Pohari
OBC,Yadav,8298,3.7,24,8,Gird,GEN,SHIVPURI,24.Pohari
OBC,Meena,6055,2.7,24,9,Gird,GEN,SHIVPURI,24.Pohari
SC,Other SC,6055,2.7,24,10,Gird,GEN,SHIVPURI,24.Pohari
OBC,Lohar,5158,2.3,24,11,Gird,GEN,SHIVPURI,24.Pohari
SC,Dhimar,5158,2.3,24,12,Gird,GEN,SHIVPURI,24.Pohari
SC,Koli,5158,2.3,24,13,Gird,GEN,SHIVPURI,24.Pohari
General,Rajput,5158,2.3,24,14,Gird,GEN,SHIVPURI,24.Pohari
OBC,Other OBC,4485,2,24,16,Gird,GEN,SHIVPURI,24.Pohari
OBC,Teli,4037,1.8,24,17,Gird,GEN,SHIVPURI,24.Pohari
SC,Other SC,2467,1.1,24,18,Gird,GEN,SHIVPURI,24.Pohari
OBC,Lodha,2018,0.9,24,19,Gird,GEN,SHIVPURI,24.Pohari
OBC,Nai,2018,0.9,24,20,Gird,GEN,SHIVPURI,24.Pohari
SC,Dhobi,2018,0.9,24,21,Gird,GEN,SHIVPURI,24.Pohari
SC,Valmiki,2018,0.9,24,22,Gird,GEN,SHIVPURI,24.Pohari
ST,Bhil,2018,0.9,24,23,Gird,GEN,SHIVPURI,24.Pohari
General,Bania,2018,0.9,24,24,Gird,GEN,SHIVPURI,24.Pohari
General,Other GEN,2018,0.9,24,25,Gird,GEN,SHIVPURI,24.Pohari
OBC,Banjara,1121,0.5,24,26,Gird,GEN,SHIVPURI,24.Pohari
OBC,Badhai,1121,0.5,24,27,Gird,GEN,SHIVPURI,24.Pohari
General,Brahmin,33637,13.7,25,1,Gird,GEN,SHIVPURI,25.Shivpuri
SC,Chamar,27498,11.2,25,2,Gird,GEN,SHIVPURI,25.Shivpuri
ST,Sahariya,24061,9.8,25,3,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Meena,22343,9.1,25,4,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Lodha,20378,8.3,25,5,Gird,GEN,SHIVPURI,25.Shivpuri
General,Bania,18414,7.5,25,6,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Yadav,15222,6.2,25,7,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Kirar,12276,5,25,9,Gird,GEN,SHIVPURI,25.Shivpuri
General,Rajput,11294,4.6,25,10,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Kushwah,9084,3.7,25,11,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Other OBC,7120,2.9,25,12,Gird,GEN,SHIVPURI,25.Shivpuri
General,Bania,7120,2.9,25,13,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Teli,5156,2.1,25,14,Gird,GEN,SHIVPURI,25.Shivpuri
SC,Koli,3683,1.5,25,15,Gird,GEN,SHIVPURI,25.Shivpuri
SC,Other SC,2946,1.2,25,16,Gird,GEN,SHIVPURI,25.Shivpuri
General,Other GEN,2455,1,25,17,Gird,GEN,SHIVPURI,25.Shivpuri
SC,Valmiki,2455,1,25,18,Gird,GEN,SHIVPURI,25.Shivpuri
SC,Other SC,2455,1,25,19,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Nai,1964,0.8,25,20,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Muslim,15222,6.2,25,8,Gird,GEN,SHIVPURI,25.Shivpuri
OBC,Lodha,66674,27.5,26,1,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Yadav,27154,11.2,26,2,Gird,GEN,SHIVPURI,26.Pichhore
ST,Sahariya,26670,11,26,3,Gird,GEN,SHIVPURI,26.Pichhore
SC,Chamar,25942,10.7,26,4,Gird,GEN,SHIVPURI,26.Pichhore
General,Brahmin,18669,7.7,26,5,Gird,GEN,SHIVPURI,26.Pichhore
General,Bania,9456,3.9,26,6,Gird,GEN,SHIVPURI,26.Pichhore
SC,Bagdi,8243,3.4,26,7,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Kushwah,7274,3,26,9,Gird,GEN,SHIVPURI,26.Pichhore
General,Rajput,7274,3,26,10,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Other OBC,5576,2.3,26,11,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Teli,5091,2.1,26,12,Gird,GEN,SHIVPURI,26.Pichhore
#N/A,Parihar,4122,1.7,26,13,Gird,GEN,SHIVPURI,26.Pichhore
SC,Koli,4122,1.7,26,14,Gird,GEN,SHIVPURI,26.Pichhore
SC,Other SC,3152,1.3,26,15,Gird,GEN,SHIVPURI,26.Pichhore
SC,Dhimar,2667,1.1,26,16,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Gujjar,2182,0.9,26,17,Gird,GEN,SHIVPURI,26.Pichhore
SC,Kumhar,2182,0.9,26,18,Gird,GEN,SHIVPURI,26.Pichhore
SC,Other SC,1940,0.8,26,19,Gird,GEN,SHIVPURI,26.Pichhore
SC,Dhobi,1455,0.6,26,20,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Nai,970,0.4,26,21,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Sonar,970,0.4,26,22,Gird,GEN,SHIVPURI,26.Pichhore
SC,Valmiki,970,0.4,26,23,Gird,GEN,SHIVPURI,26.Pichhore
General,Other GEN,970,0.4,26,24,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Muslim,8243,3.4,26,8,Gird,GEN,SHIVPURI,26.Pichhore
OBC,Kirar,33160,13.9,27,1,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Yadav,33160,13.9,27,2,Gird,GEN,SHIVPURI,27.Kolaras
SC,Chamar,30297,12.7,27,3,Gird,GEN,SHIVPURI,27.Kolaras
ST,Sahariya,30297,12.7,27,4,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Kushwah,15029,6.3,27,5,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Lodha,10020,4.2,27,6,Gird,GEN,SHIVPURI,27.Kolaras
ST,Bhil,10020,4.2,27,7,Gird,GEN,SHIVPURI,27.Kolaras
General,Brahmin,10020,4.2,27,8,Gird,GEN,SHIVPURI,27.Kolaras
General,Rajput,8111,3.4,27,9,Gird,GEN,SHIVPURI,27.Kolaras
General,Bania,8111,3.4,27,10,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Dangi,5964,2.5,27,11,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Gujjar,5964,2.5,27,12,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Muslim,5964,2.5,27,13,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Other OBC,5010,2.1,27,14,Gird,GEN,SHIVPURI,27.Kolaras
SC,Koli,5010,2.1,27,15,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Meena,4056,1.7,27,16,Gird,GEN,SHIVPURI,27.Kolaras
SC,Other SC,4056,1.7,27,17,Gird,GEN,SHIVPURI,27.Kolaras
SC,Valmiki,3578,1.5,27,18,Gird,GEN,SHIVPURI,27.Kolaras
SC,Bagdi,1908,0.8,27,19,Gird,GEN,SHIVPURI,27.Kolaras
SC,Other SC,1908,0.8,27,20,Gird,GEN,SHIVPURI,27.Kolaras
SC,Other SC,1431,0.6,27,21,Gird,GEN,SHIVPURI,27.Kolaras
SC,Other SC,1431,0.6,27,22,Gird,GEN,SHIVPURI,27.Kolaras
General,Other GEN,1431,0.6,27,23,Gird,GEN,SHIVPURI,27.Kolaras
SC,Dhimar,954,0.4,27,24,Gird,GEN,SHIVPURI,27.Kolaras
OBC,Teli,954,0.4,27,25,Gird,GEN,SHIVPURI,27.Kolaras
ST,Bhil,32838,15.7,28,1,Gird,GEN,GUNA,28.Bamori
OBC,Kirar,23008,11,28,2,Gird,GEN,GUNA,28.Bamori
OBC,Kirar,18615,8.9,28,3,Gird,GEN,GUNA,28.Bamori
SC,Chamar,18615,8.9,28,4,Gird,GEN,GUNA,28.Bamori
#N/A,Sahriya,10876,5.2,28,5,Gird,GEN,GUNA,28.Bamori
OBC,Kushwah,9831,4.7,28,6,Gird,GEN,GUNA,28.Bamori
OBC,Meena,9831,4.7,28,7,Gird,GEN,GUNA,28.Bamori
OBC,Yadav,8785,4.2,28,8,Gird,GEN,GUNA,28.Bamori
ST,Bhil,8785,4.2,28,9,Gird,GEN,GUNA,28.Bamori
